Publication_Name,Country,Website,Google_Search,Isr_Cov_Actual
Farm Weekly,Australia,https://www.farmweekly.com.au,https://www.google.com/search?q=site:https://www.farmweekly.com.au+Israel,
Federal News Network,USA,https://federalnewsnetwork.com,https://www.google.com/search?q=site:https://federalnewsnetwork.com+Israel,
Fiji Sun,Fiji,https://www.fijisun.com.fj,https://www.google.com/search?q=site:https://www.fijisun.com.fj+Israel,
Fiji Times,Fiji,https://www.fijitimes.com,https://www.google.com/search?q=site:https://www.fijitimes.com+Israel,
Financial Express,Bangladesh,https://thefinancialexpress.com.bd,https://www.google.com/search?q=site:https://thefinancialexpress.com.bd+Israel,
Financial Express,India,https://www.financialexpress.com,https://www.google.com/search?q=site:https://www.financialexpress.com+Israel,
Financial Post,Canada,https://financialpost.com,https://www.google.com/search?q=site:https://financialpost.com+Israel,
Financial Times Deutschland,Germany,https://www.ftd.de,https://www.google.com/search?q=site:https://www.ftd.de+Israel,
Financial Times,UK,https://www.ft.com,https://www.google.com/search?q=site:https://www.ft.com+Israel,
First News,UK,https://www.firstnews.co.uk,https://www.google.com/search?q=site:https://www.firstnews.co.uk+Israel,
Firstpost,India,https://www.firstpost.com,https://www.google.com/search?q=site:https://www.firstpost.com+Israel,
Focus Taiwan,Taiwan,https://focustaiwan.tw,https://www.google.com/search?q=site:https://focustaiwan.tw+Israel,
Focus,Georgia,https://www.focus.ge,https://www.google.com/search?q=site:https://www.focus.ge+Israel,
Folha de Maputo,Mozambique,https://www.folhademaputo.co.mz,https://www.google.com/search?q=site:https://www.folhademaputo.co.mz+Israel,
Folha de S.Paulo,Brazil,https://www.folha.uol.com.br,https://www.google.com/search?q=site:https://www.folha.uol.com.br+Israel,
Folha de S.Paulo,Brazil,https://www1.folha.uol.com.br,https://www.google.com/search?q=site:https://www1.folha.uol.com.br+Israel,
Forbes,USA,https://www.forbes.com,https://www.google.com/search?q=site:https://www.forbes.com+Israel,
Fortune,USA,https://www.fortune.com,https://www.google.com/search?q=site:https://www.fortune.com+Israel,
Fórum News,Portugal,https://www.forum.pt,https://www.google.com/search?q=site:https://www.forum.pt+Israel,
Fostira Greece,Greece,https://www.fostiragreeknews.com,https://www.google.com/search?q=site:https://www.fostiragreeknews.com+Israel,
Fox News,USA,https://www.foxnews.com,https://www.google.com/search?q=site:https://www.foxnews.com+Israel,
France 24,France,https://www.france24.com,https://www.google.com/search?q=site:https://www.france24.com+Israel,
Franceinfo,France,https://www.francetvinfo.fr,https://www.google.com/search?q=site:https://www.francetvinfo.fr+Israel,
Frankfurter Allgemeine Zeitung,Germany,https://www.faz.net,https://www.google.com/search?q=site:https://www.faz.net+Israel,
Frankfurter Neue Presse,Germany,https://www.fnp.de,https://www.google.com/search?q=site:https://www.fnp.de+Israel,
Frankfurter Rundschau,Germany,https://www.fr.de,https://www.google.com/search?q=site:https://www.fr.de+Israel,
Free Malaysia Today,Malaysia,https://www.freemalaysiatoday.com,https://www.google.com/search?q=site:https://www.freemalaysiatoday.com+Israel,
Freemedia,Azerbaijan,https://www.freemedia.az,https://www.google.com/search?q=site:https://www.freemedia.az+Israel,
Fremont Tribune,USA,https://www.fremonttribune.com,https://www.google.com/search?q=site:https://www.fremonttribune.com+Israel,
Frontier Myanmar,Myanmar,https://frontiermyanmar.net,https://www.google.com/search?q=site:https://frontiermyanmar.net+Israel,
Frontier Myanmar,Myanmar,https://www.frontiermyanmar.net,https://www.google.com/search?q=site:https://www.frontiermyanmar.net+Israel,
Fudzilla,UK,https://www.fudzilla.com,https://www.google.com/search?q=site:https://www.fudzilla.com+Israel,
G1,Brazil,https://g1.globo.com,https://www.google.com/search?q=site:https://g1.globo.com+Israel,
Gazet van Antwerpen,Belgium,https://www.gva.be,https://www.google.com/search?q=site:https://www.gva.be+Israel,
Gazeta Wyborcza,Poland,https://www.wyborcza.pl,https://www.google.com/search?q=site:https://www.wyborcza.pl+Israel,
Geo News,Pakistan,https://www.geo.tv,https://www.google.com/search?q=site:https://www.geo.tv+Israel,
Ghanaian Times,Ghana,https://www.ghanaiantimes.com.gh,https://www.google.com/search?q=site:https://www.ghanaiantimes.com.gh+Israel,
GhanaWeb,Ghana,https://www.ghanaweb.com,https://www.google.com/search?q=site:https://www.ghanaweb.com+Israel,
Gippsland Times,Australia,https://www.gippslandtimes.com.au,https://www.google.com/search?q=site:https://www.gippslandtimes.com.au+Israel,
Gisborne Herald,New Zealand,https://www.gisborneherald.co.nz,https://www.google.com/search?q=site:https://www.gisborneherald.co.nz+Israel,
Global Times,Nigeria,https://globaltimesng.com,https://www.google.com/search?q=site:https://globaltimesng.com+Israel,
GlobalPost,USA,https://theworld.org/sections/globalpost,https://www.google.com/search?q=site:https://theworld.org/sections/globalpost+Israel,
Globe and Mail,Canada,https://www.theglobeandmail.com,https://www.google.com/search?q=site:https://www.theglobeandmail.com+Israel,
GMA News,Philippines,https://www.gmanetwork.com/news,https://www.google.com/search?q=site:https://www.gmanetwork.com/news+Israel,
Gorilla Radio,Canada,https://www.gorillaradioblog.com,https://www.google.com/search?q=site:https://www.gorillaradioblog.com+Israel,
Granma,Cuba,https://en.granma.cu,https://www.google.com/search?q=site:https://en.granma.cu+Israel,
Guam Daily Post,Guam,https://www.postguam.com,https://www.google.com/search?q=site:https://www.postguam.com+Israel,
Guangming Daily,China,https://en.gmw.cn,https://www.google.com/search?q=site:https://en.gmw.cn+Israel,
Gulf Daily News,Bahrain,https://www.gdnonline.com,https://www.google.com/search?q=site:https://www.gdnonline.com+Israel,
Gulf News,UAE,https://www.gulfnews.com,https://www.google.com/search?q=site:https://www.gulfnews.com+Israel,
Gulf News,UAE,https://gulfnews.com,https://www.google.com/search?q=site:https://gulfnews.com+Israel,
Gulf Times,Qatar,https://www.gulf-times.com,https://www.google.com/search?q=site:https://www.gulf-times.com+Israel,
Gulf Today,UAE,https://www.gulftoday.ae,https://www.google.com/search?q=site:https://www.gulftoday.ae+Israel,
Ha Noi Moi,Vietnam,https://www.hanoimoi.com.vn,https://www.google.com/search?q=site:https://www.hanoimoi.com.vn+Israel,
Haaretz,Israel,https://www.haaretz.com,https://www.google.com/search?q=site:https://www.haaretz.com+Israel,
Habertürk,Turkey,https://www.haberturk.com,https://www.google.com/search?q=site:https://www.haberturk.com+Israel,
Haitian Times,Haiti,https://haitiantimes.com,https://www.google.com/search?q=site:https://haitiantimes.com+Israel,
Hankyoreh,South Korea,https://english.hani.co.kr,https://www.google.com/search?q=site:https://english.hani.co.kr+Israel,
Harian Metro,Malaysia,https://www.hmetro.com.my,https://www.google.com/search?q=site:https://www.hmetro.com.my+Israel,
Harian Republika,Indonesia,https://www.republika.co.id,https://www.google.com/search?q=site:https://www.republika.co.id+Israel,
Havana Times,Cuba,https://www.havanatimes.org,https://www.google.com/search?q=site:https://www.havanatimes.org+Israel,
Hawaii News Now,USA,https://www.hawaiinewsnow.com,https://www.google.com/search?q=site:https://www.hawaiinewsnow.com+Israel,
Hawaii Tribune-Herald,USA,https://www.hawaiitribune-herald.com,https://www.google.com/search?q=site:https://www.hawaiitribune-herald.com+Israel,
Helsingin Sanomat,Finland,https://www.hs.fi,https://www.google.com/search?q=site:https://www.hs.fi+Israel,
Helsinki Times,Finland,https://www.helsinkitimes.fi,https://www.google.com/search?q=site:https://www.helsinkitimes.fi+Israel,
Herald Live,South Africa,https://www.heraldlive.co.za,https://www.google.com/search?q=site:https://www.heraldlive.co.za+Israel,
Herald Scotland,UK,https://www.heraldscotland.com,https://www.google.com/search?q=site:https://www.heraldscotland.com+Israel,
Herald Sun,Australia,https://www.heraldsun.com.au,https://www.google.com/search?q=site:https://www.heraldsun.com.au+Israel,
Het Financieele Dagblad,Netherlands,https://fd.nl,https://www.google.com/search?q=site:https://fd.nl+Israel,
Het Laatste Nieuws,Belgium,https://www.hln.be,https://www.google.com/search?q=site:https://www.hln.be+Israel,
Hindustan Times,India,https://www.hindustantimes.com,https://www.google.com/search?q=site:https://www.hindustantimes.com+Israel,
Hindustan,Hindi,https://www.livehindustan.com,https://www.google.com/search?q=site:https://www.livehindustan.com+Israel,
Hong Kong Free Press,Hong Kong,https://www.hongkongfp.com,https://www.google.com/search?q=site:https://www.hongkongfp.com+Israel,
Honiara Solomon Star,Solomon Islands,https://www.solomonstarnews.com,https://www.google.com/search?q=site:https://www.solomonstarnews.com+Israel,
Hotnews,Romania,https://www.hotnews.ro,https://www.google.com/search?q=site:https://www.hotnews.ro+Israel,
Houston Chronicle,USA,https://www.houstonchronicle.com,https://www.google.com/search?q=site:https://www.houstonchronicle.com+Israel,
Hürriyet Daily News,Turkey,https://www.hurriyetdailynews.com,https://www.google.com/search?q=site:https://www.hurriyetdailynews.com+Israel,
Hurriyet Daily News,Turkey,https://www.hurriyetdailynews.com,https://www.google.com/search?q=site:https://www.hurriyetdailynews.com+Israel,
Hürriyet,Turkey,https://www.hurriyetdailynews.com,https://www.google.com/search?q=site:https://www.hurriyetdailynews.com+Israel,
Iceland Review,Iceland,https://www.icelandreview.com,https://www.google.com/search?q=site:https://www.icelandreview.com+Israel,
Il Fatto Quotidiano,Italy,https://www.ilfattoquotidiano.it,https://www.google.com/search?q=site:https://www.ilfattoquotidiano.it+Israel,
Il Giornale d'Italia,Italy,https://www.ilgiornaleditalia.it,https://www.google.com/search?q=site:https://www.ilgiornaleditalia.it+Israel,
Il Giorno,Italy,https://www.ilgiorno.it,https://www.google.com/search?q=site:https://www.ilgiorno.it+Israel,
Il Manifesto,Italy,https://ilmanifesto.it,https://www.google.com/search?q=site:https://ilmanifesto.it+Israel,
Il Mattino,Italy,https://www.ilmattino.it,https://www.google.com/search?q=site:https://www.ilmattino.it+Israel,
Il Sole 24 Ore,Italy,https://www.ilsole24ore.com,https://www.google.com/search?q=site:https://www.ilsole24ore.com+Israel,
Ilta-Sanomat,Finland,https://www.is.fi,https://www.google.com/search?q=site:https://www.is.fi+Israel,
India Narrative,India,https://www.indianarrative.com,https://www.google.com/search?q=site:https://www.indianarrative.com+Israel,
India Times,India,https://www.indiatimes.com,https://www.google.com/search?q=site:https://www.indiatimes.com+Israel,
India Today,India,https://www.indiatoday.in,https://www.google.com/search?q=site:https://www.indiatoday.in+Israel,
India TV,India,https://www.indiatvnews.com,https://www.google.com/search?q=site:https://www.indiatvnews.com+Israel,
Indian Country Today,USA,https://indiancountrytoday.com,https://www.google.com/search?q=site:https://indiancountrytoday.com+Israel,
Indian Express,India,https://www.indianexpress.com,https://www.google.com/search?q=site:https://www.indianexpress.com+Israel,
Indian Express,India,https://indianexpress.com,https://www.google.com/search?q=site:https://indianexpress.com+Israel,
Indianapolis Recorder,USA,https://indianapolisrecorder.com,https://www.google.com/search?q=site:https://indianapolisrecorder.com+Israel,
Indianapolis Star,USA,https://www.indystar.com,https://www.google.com/search?q=site:https://www.indystar.com+Israel,
Infobae America,Argentina,https://www.infobae.com/america,https://www.google.com/search?q=site:https://www.infobae.com/america+Israel,
Infobae,Argentina,https://www.infobae.com,https://www.google.com/search?q=site:https://www.infobae.com+Israel,
InfoMigrants,Germany,https://www.infomigrants.net,https://www.google.com/search?q=site:https://www.infomigrants.net+Israel,
Inter Press Service,Italy,https://www.ipsnews.net,https://www.google.com/search?q=site:https://www.ipsnews.net+Israel,
Interaksyon,Philippines,https://www.interaksyon.philstar.com,https://www.google.com/search?q=site:https://www.interaksyon.philstar.com+Israel,
Interfax,Russia,https://www.interfax.com,https://www.google.com/search?q=site:https://www.interfax.com+Israel,
IOL News,South Africa,https://www.iol.co.za,https://www.google.com/search?q=site:https://www.iol.co.za+Israel,
Iran International,Iran,https://www.iranintl.com,https://www.google.com/search?q=site:https://www.iranintl.com+Israel,
Irish Examiner,Ireland,https://www.irishexaminer.com,https://www.google.com/search?q=site:https://www.irishexaminer.com+Israel,
Irish Independent,Ireland,https://www.independent.ie,https://www.google.com/search?q=site:https://www.independent.ie+Israel,
Irish Times,Ireland,https://www.irishtimes.com,https://www.google.com/search?q=site:https://www.irishtimes.com+Israel,
Israel Business News,Israel,https://www.globes.co.il,https://www.google.com/search?q=site:https://www.globes.co.il+Israel,
Israel Hayom,Israel,https://www.israelhayom.com,https://www.google.com/search?q=site:https://www.israelhayom.com+Israel,
Israel National News,Israel,https://www.israelnationalnews.com,https://www.google.com/search?q=site:https://www.israelnationalnews.com+Israel,
Jakarta Globe,Indonesia,https://www.thejakartaglobe.com,https://www.google.com/search?q=site:https://www.thejakartaglobe.com+Israel,
Jakarta Post,Indonesia,https://www.thejakartapost.com,https://www.google.com/search?q=site:https://www.thejakartapost.com+Israel,
Jamaica Gleaner,Jamaica,https://www.jamaica-gleaner.com,https://www.google.com/search?q=site:https://www.jamaica-gleaner.com+Israel,
Jamaica Observer,Jamaica,https://www.jamaicaobserver.com,https://www.google.com/search?q=site:https://www.jamaicaobserver.com+Israel,
Janata Weekly,India,https://www.janataweekly.org,https://www.google.com/search?q=site:https://www.janataweekly.org+Israel,
Jang Newspaper,Pakistan,https://jang.com.pk,https://www.google.com/search?q=site:https://jang.com.pk+Israel,
Japan News,Japan,https://the-japan-news.com,https://www.google.com/search?q=site:https://the-japan-news.com+Israel,
Japan Times,Japan,https://www.japantimes.co.jp,https://www.google.com/search?q=site:https://www.japantimes.co.jp+Israel,
Jerusalem Post,Israel,https://www.jpost.com,https://www.google.com/search?q=site:https://www.jpost.com+Israel,
Jeune Afrique,Cote d'Ivoire,https://www.jeuneafrique.com,https://www.google.com/search?q=site:https://www.jeuneafrique.com+Israel,
Jeune Afrique,France,https://www.jeuneafrique.com,https://www.google.com/search?q=site:https://www.jeuneafrique.com+Israel,
Jiji Press,Japan,https://www.jiji.com,https://www.google.com/search?q=site:https://www.jiji.com+Israel,
Jordan News,Jordan,https://www.jordannews.jo,https://www.google.com/search?q=site:https://www.jordannews.jo+Israel,
Jordan Times,Jordan,https://www.jordantimes.com,https://www.google.com/search?q=site:https://www.jordantimes.com+Israel,
Jornal de Angola,Angola,https://www.jornaldeangola.ao,https://www.google.com/search?q=site:https://www.jornaldeangola.ao+Israel,
Jornal de Notícias,Portugal,https://www.jn.pt,https://www.google.com/search?q=site:https://www.jn.pt+Israel,
Jornal do Brasil,Brazil,https://www.jb.com.br,https://www.google.com/search?q=site:https://www.jb.com.br+Israel,
Kathimerini,Cyprus,https://www.kathimerini.com.cy,https://www.google.com/search?q=site:https://www.kathimerini.com.cy+Israel,
Kathimerini,Greece,https://www.ekathimerini.com,https://www.google.com/search?q=site:https://www.ekathimerini.com+Israel,
Kathmandu Post,Nepal,https://kathmandupost.ekantipur.com,https://www.google.com/search?q=site:https://kathmandupost.ekantipur.com+Israel,
Kathmandu Post,Nepal,https://www.kathmandupost.ekantipur.com,https://www.google.com/search?q=site:https://www.kathmandupost.ekantipur.com+Israel,
Kathmandu Post,Nepal,https://kathmandupost.com,https://www.google.com/search?q=site:https://kathmandupost.com+Israel,
Kathmandu Tribune,Nepal,https://kathmandutribune.com,https://www.google.com/search?q=site:https://kathmandutribune.com+Israel,
Kazinform,Kazakhstan,https://www.inform.kz,https://www.google.com/search?q=site:https://www.inform.kz+Israel,
KBS World,South Korea,https://world.kbs.co.kr,https://www.google.com/search?q=site:https://world.kbs.co.kr+Israel,
Khaleej Times,UAE,https://www.khaleejtimes.com,https://www.google.com/search?q=site:https://www.khaleejtimes.com+Israel,
Khmer Times,Cambodia,https://www.khmertimeskh.com,https://www.google.com/search?q=site:https://www.khmertimeskh.com+Israel,
Kommersant,Russia,https://www.kommersant.ru,https://www.google.com/search?q=site:https://www.kommersant.ru+Israel,
Kompas,Indonesia,https://www.kompas.com,https://www.google.com/search?q=site:https://www.kompas.com+Israel,
Korea Times,South Korea,https://www.koreatimes.co.kr,https://www.google.com/search?q=site:https://www.koreatimes.co.kr+Israel,
Kosovo 2.0,Kosovo,https://kosovotwopointzero.com,https://www.google.com/search?q=site:https://kosovotwopointzero.com+Israel,
Kuwait News Agency (KUNA),Kuwait,https://www.kuna.net.kw,https://www.google.com/search?q=site:https://www.kuna.net.kw+Israel,
Kuwait Times,Kuwait,https://www.kuwaittimes.net,https://www.google.com/search?q=site:https://www.kuwaittimes.net+Israel,
Kuwait Times,Kuwait,https://www.kuwaittimes.com,https://www.google.com/search?q=site:https://www.kuwaittimes.com+Israel,
Kyiv Post,Ukraine,https://www.kyivpost.com,https://www.google.com/search?q=site:https://www.kyivpost.com+Israel,
Kyodo News,Japan,https://english.kyodonews.net,https://www.google.com/search?q=site:https://english.kyodonews.net+Israel,
L’Echo,Belgium,https://www.lecho.be,https://www.google.com/search?q=site:https://www.lecho.be+Israel,
L'Express,France,https://www.lexpress.fr,https://www.google.com/search?q=site:https://www.lexpress.fr+Israel,
L'Orient-Le Jour,Lebanon,https://www.lorientlejour.com,https://www.google.com/search?q=site:https://www.lorientlejour.com+Israel,
L'Osservatore Romano,Vatican City,https://www.osservatoreromano.va,https://www.google.com/search?q=site:https://www.osservatoreromano.va+Israel,
La Capital,Argentina,https://www.lacapital.com.ar,https://www.google.com/search?q=site:https://www.lacapital.com.ar+Israel,
La Gaceta,Argentina,https://www.lagaceta.com.ar,https://www.google.com/search?q=site:https://www.lagaceta.com.ar+Israel,
La Jornada,Mexico,https://www.jornada.com.mx,https://www.google.com/search?q=site:https://www.jornada.com.mx+Israel,
La Libre Belgique,Belgium,https://www.lalibre.be,https://www.google.com/search?q=site:https://www.lalibre.be+Israel,
La Nación,Argentina,https://www.lanacion.com.ar,https://www.google.com/search?q=site:https://www.lanacion.com.ar+Israel,
La Nacion,Chile,https://lanacion.cl,https://www.google.com/search?q=site:https://lanacion.cl+Israel,
La Nacion,Costa Rica,https://www.nacion.com,https://www.google.com/search?q=site:https://www.nacion.com+Israel,
La Nación,Paraguay,https://www.lanacion.com.py,https://www.google.com/search?q=site:https://www.lanacion.com.py+Israel,
La Nueva Provincia,Argentina,https://www.lanueva.com,https://www.google.com/search?q=site:https://www.lanueva.com+Israel,
La Prensa,Honduras,https://www.laprensa.hn,https://www.google.com/search?q=site:https://www.laprensa.hn+Israel,
La Prensa,Panama,https://www.prensa.com,https://www.google.com/search?q=site:https://www.prensa.com+Israel,
La Presse,Canada,https://www.lapresse.ca,https://www.google.com/search?q=site:https://www.lapresse.ca+Israel,
La Razón,Bolivia,https://www.la-razon.com,https://www.google.com/search?q=site:https://www.la-razon.com+Israel,
La Repubblica,Italy,https://www.repubblica.it,https://www.google.com/search?q=site:https://www.repubblica.it+Israel,
La Republica,Peru,https://www.larepublica.pe,https://www.google.com/search?q=site:https://www.larepublica.pe+Israel,
La República,Peru,https://www.larepublica.pe,https://www.google.com/search?q=site:https://www.larepublica.pe+Israel,
La República,Uruguay,https://www.larepublica.com.uy,https://www.google.com/search?q=site:https://www.larepublica.com.uy+Israel,
La Tercera,Chile,https://www.latercera.com,https://www.google.com/search?q=site:https://www.latercera.com+Israel,
La Tribuna,Honduras,https://www.latribuna.hn,https://www.google.com/search?q=site:https://www.latribuna.hn+Israel,
La Vanguardia,Spain,https://www.lavanguardia.com,https://www.google.com/search?q=site:https://www.lavanguardia.com+Israel,
Lapresse Canada,Canada,https://www.lapresse.ca,https://www.google.com/search?q=site:https://www.lapresse.ca+Israel,
Latvijas Avize,Latvia,https://www.la.lv,https://www.google.com/search?q=site:https://www.la.lv+Israel,
LBCI News,Lebanon,https://www.lbcgroup.tv,https://www.google.com/search?q=site:https://www.lbcgroup.tv+Israel,
Le Devoir,Canada,https://www.ledevoir.com,https://www.google.com/search?q=site:https://www.ledevoir.com+Israel,
Le Figaro,France,https://www.lefigaro.fr,https://www.google.com/search?q=site:https://www.lefigaro.fr+Israel,
Le Matin,Morocco,https://lematin.ma,https://www.google.com/search?q=site:https://lematin.ma+Israel,
Le Monde Afrique,France,https://www.lemonde.fr/afrique,https://www.google.com/search?q=site:https://www.lemonde.fr/afrique+Israel,
Le Monde Diplomatique,France,https://mondediplo.com,https://www.google.com/search?q=site:https://mondediplo.com+Israel,
Le Monde,France,https://www.lemonde.fr,https://www.google.com/search?q=site:https://www.lemonde.fr+Israel,
Le Soir,Belgium,https://www.lesoir.be,https://www.google.com/search?q=site:https://www.lesoir.be+Israel,
Le Temps,Switzerland,https://www.letemps.ch,https://www.google.com/search?q=site:https://www.letemps.ch+Israel,
Lenta.ru,Russia,https://lenta.ru,https://www.google.com/search?q=site:https://lenta.ru+Israel,
Les Dépêches de Brazzaville,Congo,https://www.lesdepechesdebrazzaville.fr,https://www.google.com/search?q=site:https://www.lesdepechesdebrazzaville.fr+Israel,
Les Echos,France,https://www.lesechos.fr,https://www.google.com/search?q=site:https://www.lesechos.fr+Israel,
Liberation News,USA,https://www.liberationnews.org,https://www.google.com/search?q=site:https://www.liberationnews.org+Israel,
Liberation,France,https://www.liberation.fr,https://www.google.com/search?q=site:https://www.liberation.fr+Israel,
Libération,France,https://www.liberation.fr,https://www.google.com/search?q=site:https://www.liberation.fr+Israel,
Libya Observer,Libya,https://www.libyaobserver.ly,https://www.google.com/search?q=site:https://www.libyaobserver.ly+Israel,
Lidové noviny,Czech Republic,https://www.lidovky.cz,https://www.google.com/search?q=site:https://www.lidovky.cz+Israel,
Los Angeles Times,USA,https://www.latimes.com,https://www.google.com/search?q=site:https://www.latimes.com+Israel,
Macau Daily Times,Macau,https://macaudailytimes.com.mo,https://www.google.com/search?q=site:https://macaudailytimes.com.mo+Israel,
Macau News,Macau,https://www.macauhub.com.mo,https://www.google.com/search?q=site:https://www.macauhub.com.mo+Israel,
Mail & Guardian,South Africa,https://www.mg.co.za,https://www.google.com/search?q=site:https://www.mg.co.za+Israel,
Mail & Guardian,South Africa,https://mg.co.za,https://www.google.com/search?q=site:https://mg.co.za+Israel,
Mail Today,India,https://www.mailtoday.in,https://www.google.com/search?q=site:https://www.mailtoday.in+Israel,
Malawi Voice,Malawi,https://www.malawivoice.com,https://www.google.com/search?q=site:https://www.malawivoice.com+Israel,
Malawi24,Malawi,https://www.malawi24.com,https://www.google.com/search?q=site:https://www.malawi24.com+Israel,
Malay Mail,Malaysia,https://www.malaymail.com,https://www.google.com/search?q=site:https://www.malaymail.com+Israel,
Malta Today,Malta,https://www.maltatoday.com.mt,https://www.google.com/search?q=site:https://www.maltatoday.com.mt+Israel,
Manila Bulletin,Philippines,https://www.mb.com.ph,https://www.google.com/search?q=site:https://www.mb.com.ph+Israel,
Manila Standard,Philippines,https://www.manilastandard.net,https://www.google.com/search?q=site:https://www.manilastandard.net+Israel,
MarketWatch,USA,https://www.marketwatch.com,https://www.google.com/search?q=site:https://www.marketwatch.com+Israel,
Maroc Hebdo,Morocco,https://maroc-hebdo.press.ma,https://www.google.com/search?q=site:https://maroc-hebdo.press.ma+Israel,
Mercopress,Uruguay,https://en.mercopress.com,https://www.google.com/search?q=site:https://en.mercopress.com+Israel,
Metro News,Canada,https://www.metronews.ca,https://www.google.com/search?q=site:https://www.metronews.ca+Israel,
Miami Herald,USA,https://www.miamiherald.com,https://www.google.com/search?q=site:https://www.miamiherald.com+Israel,
Miami Times,USA,https://www.miamitimesonline.com,https://www.google.com/search?q=site:https://www.miamitimesonline.com+Israel,
Middle East Eye,UK,https://www.middleeasteye.net,https://www.google.com/search?q=site:https://www.middleeasteye.net+Israel,
Middle East Monitor,UK,https://www.middleeastmonitor.com,https://www.google.com/search?q=site:https://www.middleeastmonitor.com+Israel,
Midlands News,Zimbabwe,https://www.midlandsnews.co.zw,https://www.google.com/search?q=site:https://www.midlandsnews.co.zw+Israel,
Milliyet,Turkey,https://www.milliyet.com.tr,https://www.google.com/search?q=site:https://www.milliyet.com.tr+Israel,
Mint Press News,USA,https://www.mintpressnews.com,https://www.google.com/search?q=site:https://www.mintpressnews.com+Israel,
Mint,India,https://www.livemint.com,https://www.google.com/search?q=site:https://www.livemint.com+Israel,
Mirror,Nigeria,https://www.mirrorng.com,https://www.google.com/search?q=site:https://www.mirrorng.com+Israel,
Mizzima News,Myanmar,https://www.mizzima.com,https://www.google.com/search?q=site:https://www.mizzima.com+Israel,
Mizzima,Myanmar,https://www.mizzima.com,https://www.google.com/search?q=site:https://www.mizzima.com+Israel,
Mmegi,Botswana,https://www.mmegi.bw,https://www.google.com/search?q=site:https://www.mmegi.bw+Israel,
Modern Ghana,Ghana,https://www.modernghana.com,https://www.google.com/search?q=site:https://www.modernghana.com+Israel,
Monitor,Uganda,https://www.monitor.co.ug,https://www.google.com/search?q=site:https://www.monitor.co.ug+Israel,
Morocco World News,Morocco,https://www.moroccoworldnews.com,https://www.google.com/search?q=site:https://www.moroccoworldnews.com+Israel,
Moscow Times,Russia,https://www.themoscowtimes.com,https://www.google.com/search?q=site:https://www.themoscowtimes.com+Israel,
Myanmar Now,Myanmar,https://www.myanmar-now.org,https://www.google.com/search?q=site:https://www.myanmar-now.org+Israel,
Myanmar Times,Myanmar,https://www.mmtimes.com,https://www.google.com/search?q=site:https://www.mmtimes.com+Israel,
Myjoyonline,Ghana,https://www.myjoyonline.com,https://www.google.com/search?q=site:https://www.myjoyonline.com+Israel,
Naija News,Nigeria,https://www.naijanews.com,https://www.google.com/search?q=site:https://www.naijanews.com+Israel,
Nairobi Star,Kenya,https://www.the-star.co.ke,https://www.google.com/search?q=site:https://www.the-star.co.ke+Israel,
Nasdaq,USA,https://www.nasdaq.com,https://www.google.com/search?q=site:https://www.nasdaq.com+Israel,
Nation News,Barbados,https://www.nationnews.com,https://www.google.com/search?q=site:https://www.nationnews.com+Israel,
National Post,Canada,https://www.nationalpost.com,https://www.google.com/search?q=site:https://www.nationalpost.com+Israel,
National Public Radio (NPR),USA,https://www.npr.org,https://www.google.com/search?q=site:https://www.npr.org+Israel,
National,Scotland,https://www.thenational.scot,https://www.google.com/search?q=site:https://www.thenational.scot+Israel,
Navbharat Times,India,https://navbharattimes.indiatimes.com,https://www.google.com/search?q=site:https://navbharattimes.indiatimes.com+Israel,
NBC News,USA,https://www.nbcnews.com,https://www.google.com/search?q=site:https://www.nbcnews.com+Israel,
NDTV,India,https://www.ndtv.com,https://www.google.com/search?q=site:https://www.ndtv.com+Israel,
Neue Zürcher Zeitung (NZZ),Switzerland,https://www.nzz.ch,https://www.google.com/search?q=site:https://www.nzz.ch+Israel,
New Era,Namibia,https://www.newera.com.na,https://www.google.com/search?q=site:https://www.newera.com.na+Israel,
New Frame,South Africa,https://www.newframe.com,https://www.google.com/search?q=site:https://www.newframe.com+Israel,
New Straits Times,Malaysia,https://www.nst.com.my,https://www.google.com/search?q=site:https://www.nst.com.my+Israel,
New York Post,USA,https://nypost.com,https://www.google.com/search?q=site:https://nypost.com+Israel,
New York Times,USA,https://www.nytimes.com,https://www.google.com/search?q=site:https://www.nytimes.com+Israel,
New Zealand Herald,New Zealand,https://www.nzherald.co.nz,https://www.google.com/search?q=site:https://www.nzherald.co.nz+Israel,
New Zimbabwe,Zimbabwe,https://www.newzimbabwe.com,https://www.google.com/search?q=site:https://www.newzimbabwe.com+Israel,
News 18,India,https://www.news18.com,https://www.google.com/search?q=site:https://www.news18.com+Israel,
News 24,South Africa,https://www.news24.com,https://www.google.com/search?q=site:https://www.news24.com+Israel,
News Ghana,Ghana,https://newsghana.com.gh,https://www.google.com/search?q=site:https://newsghana.com.gh+Israel,
News Tribune,USA,https://www.newstribune.com,https://www.google.com/search?q=site:https://www.newstribune.com+Israel,
News.com.au,Australia,https://www.news.com.au,https://www.google.com/search?q=site:https://www.news.com.au+Israel,
News24,South Africa,https://www.news24.com,https://www.google.com/search?q=site:https://www.news24.com+Israel,
Newsday,USA,https://www.newsday.com,https://www.google.com/search?q=site:https://www.newsday.com+Israel,
NewsDay,Zimbabwe,https://www.newsday.co.zw,https://www.google.com/search?q=site:https://www.newsday.co.zw+Israel,
Newshub,New Zealand,https://www.newshub.co.nz,https://www.google.com/search?q=site:https://www.newshub.co.nz+Israel,
